Dataset description: 
 Total samples: 78096
 Total number of scenes: 4148 
 Max samples of scenes: 73 
 Mean samples of scenes: 18 
 Min samples of scenes: 4 

scene_id	count
0ec82cdcad8a40ae8882cbf681e96bc8	10
0ecdb197dcd942dc8dc84ba38832bb44	23
0ece02e2415d4738a381363a2bb6ab0b	22
0ee8d3d07d374878b2ff755e720b44c5	17
0ef62c099d594783a2300907f7b10777	13
0f4478746bd9477d87a003dd5f6b6abb	11
0f55113aa8b241f0a372886a3b70d963	20
0f70f560c32d4d3ebd2573d87f1d54c9	14
0f7277b8d2474701a9917f7bea312a17	18
0f82afe731a341899a733c4b70ee47aa	18
0f8b35825ce746aa86341696ef8ba17a	19
0f91c94a33a1464389d45adc138488c8	19
0faca6e6e8b949c4a07bb6d222e846bf	21
0fad6b23bdf84d0d8a9aead8dba6a50d	21
0fb6c983cf80467f938b681deaaa484c	17
0fb9ad22516c42a6879a786bb570a661	16
0fc779cab0b74f089c2fd4fd57898fd3	15
0fcafea49f504c3cb71d96a669ef1ca1	16
0ff9b928c12242428b47db395e7bcd23	30
100ce23011c24dd0b7540498cb5f83e3	26
100dbb28087346c09999ca0fda4e16ea	17
1010d6d4364040439c4ce417e0d374ee	22
10219acbf59a40eb8d6a756b3a91715f	17
1025d622596d4c63adc3858bb8473c50	14
10324df638fc45ce9a7ad05fc18c59b0	14
103e23968be243cbb76a049be12040c3	15
103f0d1aee3d4a5aaceece0932c94e10	27
10542eb317e34682bd5eb587c41df8a0	16
109a21c6abe740ac8d51dec646827684	13
10a97ca8a3e048bd8fe891f6ece3c3f7	18
10b9f6e81361483f86c82933f0fdf748	23
10bff66c35c94281910bebc8429a9c35	24
10e42d0fc8f34e398477c971c30bb15a	18
10efdce84488473cbe189ca0d7ec7e81	15
10f27e77ad524bc5b556b76f695fe79a	19
1105dc01a3d148f3bc5a2e2567e2ff90	28
110a9a9b47d14dc1ae1637bbc075bf27	18
1123a2f8df424d838e5e4dbb86850391	24
1125234a1b454c059667b505cdd4d348	13
11346fe9b5304f138568cdc0e2273fda	9
114b9d6c11784660a6510209316194cd	17
1150c2e2935b4944ae69b486a2c76108	16
11591a49a9454ddd9c855657c9a63275	18
11645c94b43147b7b16ba009b29a878a	20
11691641c4564ddf874cd3006eaae049	23
119c46aa84b147a0a6dd01f3995ab92f	19
11a53dfa264c4f47aa5e69be770e32aa	21
11aeb44373dc451eb016905b9bbded91	33
11bd2df78a0d426bab1ad15bb1ef315e	20
11d4f3c8fd054515bfc814602b2942a2	22
11df3174981141bb877f64b871ab5247	20
11ecee3ac482432093d8f37bd25bb4f2	19
120ac05cfceb4fa7bc5881c03588af95	12
12141e2cfcfa45afb62321e6678d7a42	27
1223815e46b94eee9ac4cfa11da80908	13
122c4941dd804e808db4023b0a76d5a1	24
12477fd460d741dab72748e4a4d45631	24
125bbe13e22a49238eb01d9a6bd9c796	21
126d598d5d48457da20b97a38da1921f	18
1273483cfc2b4e66999d6c02a1fea440	17
127749165b6344e3b650d8f687b4761c	22
12893a81aab84e27a93a2c2505db5c8d	28
12abd0c90d5e4cfa8e00ce9b0bf8cd40	18
12b65d5bad004953a650881ccb59b43f	11
12ba0e9b70494327baa88330d3b63498	19
12c19c713e674bf0857cc1b7521e23b6	16
12db6203e55a42119b424132ea0532f1	25
12ee75a7dbb841fca789eb270804b7d3	17
1305769c14e04d7f8a81c93e32b1a6d9	17
130be43a67764470a6192caa2a96850e	13
1312f3d9fe2146bfa2e3a888d2da8441	15
1319f924461f4eeab61ee4553c510373	19
132345d352664a18bb786712c48e5e78	24
133a188751524fd5a3477bd17fd0cde6	11
133b838c4d8c4b4cb724e1830baa3fc6	12
1384eecbb1974f31a439093e49c4b7fb	22
138f044541d646cd8afcbdb127d3e543	18
13b064f6154f4b6fbdacd8b1b429a530	21
13cd545a4e334642a43b2717fc2350c5	20
13e1b4ef2a424fb0a64c4d6e7db088dd	16
13efa400303c45c8ab0bb9bab435384e	23
13f1d50c18e24ccaa0b0f54bba854ea3	18
13fc736e34d44803a9e123ba1010be12	22
1418f96cd1dd47b1be79c57d9f5402bd	14
142aec4b3b254c02af6388f0a2850456	22
1434353a3b734d76bd765ebe49131683	15
144dc93fb8a642e6bad9cd8e7c11377e	15
1456a20c1781478387d976e82c8c1083	33
145ba64ed339472e9f3ffafee0249b3a	15
145dcce32d5946e9a493214280e78951	16
14640352608544fb9ea8ebb1431409e2	28
147be25ee0ec461e9f738ed8e44066af	18
148bc9630cdb4f69901fd72944af8beb	22
1498be38ec4d4a1a909ad53a3466c4d7	12
149df47437a4479b9481cb4598a9f050	11
14a1dcba1b1b496ea3502930d4486195	17
14bdb7ef59f04b1ca998387150b68a9e	21
14bfcea9583e45cbae57b1df2b95bb6b	35
14c332a9f9274566b3b2995b5248e673	12
14d4d97157104658a57f00e7f25407a1	31
14d8fa277baa4c4399dbefe0b068aae0	15
14d9afc83cf14250a06847d87048e5f9	15
1502aa1c1812416181ae120f2ff61730	18
150783be79aa4cddb308559352c3ff0a	17
150b7cd85ad5487e9154c9c7f7fd21bc	14
150bfe58b4494f0d8d7f5aed558af6ef	29
150f4ba47ba44de3bbc8f8be69f405e6	17
152037eb60374139a36e62e3b9e601a1	15
152ce80631b6437a8c4b75a998b9d2da	16
15330179143c4ac2b9a0e8c67e4b12a8	17
15463f920c3e43c7a877fcc9df01974d	12
15497acd485f4f3e8562fe4a79d9aabe	21
154d8c85c96447cdad06273e9b7db72d	17
1552da79b82f49e8a029ed32d865f403	12
155fe96324854e8e98bfff7447912126	21
1560cd2b68054f42a80539d08990f98d	11
159d933338754506a6040439c378dc37	16
15aa51b3501c4a13b16868d10f784f0d	17
15e1f1fe6da8408c84c10ad92a127bd8	19
15eaf1f84cb84d758fd1a123b7a61fc2	20
15ecf7e04a4e44bbb0e0b7949d6b2b4d	26
1600f9b41d8e4c529c0cab3f8ce10420	16
161018de799e42fbab3b9d058aacd624	27
161b390c96044233b64c6d66cbddc577	8
163b7d0bd65a47e49f3a2861e705be23	18
163bcb207e2c432f8af7b6568e44fcab	25
164fa0630cf54e13bd94a2c501938ce9	16
1677b2f0f6b54743aa32dfd93d080e23	12
1680bbae1cae4def8c4a5dd2423b3546	13
1697a133674a4325911e2284eacbf851	16
1698223b21c4495898f13e5cf5c6457e	10
16a49a58d5904576a8f4539ba2bbca9b	16
16a589bc15374b6385fb4c86eecf9bbf	13
16a9f1edeb694e668db6edbc4ec0a9ad	18
16b633cb696345c48d2a2e97281431f3	22
16cc8da3cba4457ba1e05ca78b322598	14
16eaac93f77d4905b141aacb4edb1b19	9
16fedbfe29e447489c452878e0dfd512	17
1702274a511144f9b855a444d85f5b27	14
1711d3e7c74042678b30bbf672ceea5a	17
17179e3246614430a959e2aacf69ff4d	20
1720117f14414d90a1acf923fbec036e	19
17293d784391410c9f2a6fd4c9c9daff	16
17337eab57924d098c8c73bb22f55fdf	13
17435ce281d647268ff9c7a6c086ded9	12
1754f4e2f15b477298f1f3c9413011b4	19
1772e0b6d3494ad98620ce3b5a3edd20	31
177e042b014b47e8b189f01cf8b28471	21
17842930eb6d4a2f8f31fe5e1924875c	27
178ee7623bc84d6ca2eb9cdb2a11a408	18
179cf6f1c09646fda878b7f6c2fbcdb3	20
17ea587ee5b04fe58de5d4e01513ffae	28
183e6c4d789e49ccb8c9357e250cedde	15
1863cc68b637405c9a9eed6c2f2259be	16
186814cfc30746f89c13071034a02f2d	32
189f017fb7ee41f6a3c31c788ad6ab41	12
18acefead5de420f908683e81e354571	22
18bfe9148ec14a38b8b53bf9a45deaef	25
18d059e558dd4d31873f8b98deff3b34	8
18e6359ce3d743638c4541491d5df081	11
18e7d3d15522473888b557c252f7676f	20
19043f25a042473f957d16a2e598274b	15
19076fa056ca4ea592bef669c93b9d7e	18
190b20c85ad3471eb3ed919c8c01a81e	31
1922fab9f32e472b90a263023bbb0ed3	25
19338b3cb91b4424ad12b4e859642f80	19
194a985313894d8caa2c802b2becf720	19
19636d6b79f44f9ea427276aecebfdc9	14
1968e8e0da6c42ca91c0e98b09a91176	16
198c659c66ae445cac40fc35607153bc	19
19a30fc7d3354aa2b4ed464ab2f1247e	22
19ac5f34e2b348149240a623147601d8	15
19b8d790e35d4d46bc08ccaf445a750f	17
19cc564dac654e5a9b88b01a9f566821	20
19df1db6aa134f35a2a2440d4a603d94	13
19eb2e10c0b64e5a9295b314a1f50859	24
1a060142ad1d4433ac5c944fda0e1360	10
1a0c2defb07547d5ac2ba8b57fe14e73	20
1a203ba73184404c9bb781f7bc07e18a	26
1a296a56022b469d99e35ec1361fe571	14
1a388578b836416794c8903092137f63	16
1a3a9dedcb7a4a94ba98c287945f6678	17
1a3d0d7505cb458689f883874e26d1e0	18
1a41c02a144b411097d704ff61a91d1c	19
1a57458794494e30b647fa2b38f1be88	24
1a59667cec5f48eea8bab0856691757e	14
1acc3fda86ab444e8ab4387f12745ba9	23
1ad822e248fb4762b79b63ff704dd68b	24
1adbbe136d8440e68b53f964df8370d1	17
1ade8852c673441dab928de20f5fe89a	14
1ae100050b1f4e21ba7d825fc84663a2	19
1aef44cdfd364ab4a489c3e286e411e4	27
1b04322ab7e3478d934ac8eec38af706	18
1b0d4b308621428ca24387ae5eb4e960	17
1b3ee5e25c04485b9dfc577ddf4ddb16	23
1b470e21b33849649ce90a4ea3267858	8
1b54216ac0e84919b2f41a8db97d9826	28
1b89100490764064af750988dd44ae07	15
1b89366cc12241d18c4e78a9e487e526	15
1b8bdfde2e6447ff9638a2ab1b3f2898	13
1bacae595b6946d1b81d81fb284bc794	22
1bc68d95df1b457ab58212a21b065503	21
1bd1a311fb31415b9e0f340ec1912dca	20
1bdae9dd903747ee8fedfc822d9283c5	22
1c127bb18ffa4884bd246053702f9f3f	27
1c2088a71c3b499aaf95e9fa2cc4288a	17
1c21ffed28ac485cab417c106187816e	12
1c5ad6531a3a4ec6a61825d53c8129ec	15
1c677d80bb03480d98352a01a1b75c31	15
1c69f24ac33b4d6db2309b066242df24	24
1c7925e4f93040e2aebf9febdbe255c9	32
1c7ad4f533c445a9a5dece53ba7eee2e	17
1c94185599a845f2bb402f5f0bcee61a	22
1ca1caf97fd94865909448b8acb8ee3f	22
1ca4298a1d854e39b2b944a46c690662	8
1ca9b3c755de42b89de30c4f55925220	22
1cc1ca306dcc4b0fb36248b203782620	32
1cd4f8946f99439e92c632c4529fb1c9	15
1cd92c33e91b4f2a867751b98baf1b60	21
1cf0d77968d54af4af26bb35ac04718c	34
1d196212d63043778a5e4e100f57c15a	14
1d3957f7a70d432a86f2077f465b9e68	17
1d3e4e2bcbfe46478e5d3f835d03abfb	12
1d5a54edebb04e9da935b16473fc41bf	16
1d5f21a781214defa7bb6933ae9a0d6f	15
1d861d5caa4544a9b405f9e4f75cac77	14
1da7c07a57c54a1aa916b798de331ea4	20
1daa90972c484a7980ff78fb3a77843b	32
1dc988c9742241fe83747ab04b04ef80	15
1dd688fa1f0743ffb2b377e4b6a9df9b	34
1dedb309f3ec41178e333b8ec3e5f748	20
1e04a14c370f4254b9faa2e0c482e5e3	20
1e0736ff08a94ea7a82a8ff83bc3ed4f	12
1e0fd38b071140709970c25de8227e6b	20
1e136cf0178647478989f30569191ba0	18
1e22f029d87446e698444332278ddc7a	29
1e2eb3014e644b73bad5b9998cf18617	24
1e30eb326aff4767a87c1472a0efa61e	10
1e31eab1cdf64ebea1f18631eb177850	11
1e394b5849704b0b86f5984b2283ea63	15
1e43f4dce53444fc8d5fbe13a6b7990b	13
1e446540a7bf4c80bc60f5a0def64dec	25
1e4492545cee4c5a8d8e20732a29e265	31
1e4e8264bc0e4f0a84ea0dfa747a5c2d	20
1e5231df91ac49378e07802fcdc0ae70	9
1e6c5321ea8442de9ee409d8d4d1fa23	21
1e7209691a7c4a8b8300d758292ff6cb	22
1e83f3b9da4049de9b3fc086a324030e	25
1e8644c2372946e28d5df3c2a3ee1ab7	19
1ea15737264d4f36bdb931ec77c4f8a2	21
1eae23758aa0414fb6ccc67dbec5e90e	20
1ec732c821894e8aa726360272a31792	17
1ecb46ea62094b3ca703a26b12c4736e	20
1ecff2e1b2d94a69ba6bf52fd4e3c6a4	10
1ef80e45c1fd4dfcbcd06f68c650161c	22
1efe3e27fff04af38c660a47af94549e	17
1f067ff5e633459aa8efbe47f587b5ca	11
1f1196be9d2c429bb4ea409aa2b3d4da	26
1f1b77144b334b61a981d73334e69daa	23
1f1bdae5498b42adb92bc83592c27a7a	22
1f25f01e86f048cfac464c23f653af12	23
1f3c46bd04e04a3ca71bfd3a86355abd	20
1f76cbbad07544c499dbf165870bd57a	20
1f8270751bd84a97a6361a0dde815b9c	16
1f86c3a8a8a54602a79190beec8fddd7	26
1f8db340194c420d8f933791198b5ce8	14
1f94d5b7b6644148ae8ed66bebda5cbb	15
1fa12bf73d09445d824466e05405bcf7	21
1fad367923c946f49a6eb70a9b8b3f9e	28
1fb442bbbcb340498e43aa7f46692c60	28
1fb972e4da7f42d290bcc016ff986347	20
1ff088ca4285496aa5380dc107e18b06	20
1ff28b9005384f6bb656d7f77e65dc37	16
1ffb3f014dea4109a7573b3d983c0770	24
20301d89f76947c581fdf44234e2bd5a	24
203885f1866b402c858c1d9f2604b9f6	17
20490914064d40c5bb6b52bf992f0c8f	26
205e9119a91c46fca568d15014ae4093	23
207a0815107145ac8f1554ad022d52fa	19
208534e1498e4417b09216792fcd0139	16
208fb8fef90749b38f6111349982b35e	21
20b2a5dc9e594d9b9c5ef56349b8f8f4	26
20b4c7eccad44d9a81e40d07406f6511	28
20c31842652f4bb695ee344bf29482e2	15
20cf2b85687a40a4bfec4822193bac59	21
20dbc9544c3a4dbcb14858dd45032b87	14
20e1bfc5f117466cacb60d99799206f3	23
21027721f1f242eea908ae146a890c34	23
210a0252ce184148a4b7a2a22c65a39b	19
214f3cab40de46cf9fbe888b23f65d4b	24
214fe5d57f7040b9901c24bf350fdb24	14
215db3a3b8c14d5ca12e5e236b637ab0	18
21779afd37fa4b27a7e8dcb16aeb2fbb	25
2186f315d8244b11aa7f30e0e3bfdd0e	15
218700f11a184439a2a24bb485a87770	19
21983268fe20444097348f5b9004bd3a	19
21997283889e428086032c876fbe5515	14
21aa62fdb60d459c9ab5a08463573b43	17
21ba297c4f5f44c0aaf39da6122e41c7	22
21d940d712ca4c03a946edcc8e99484b	18
21edfbdbf52345e28935f4cadbc04256	16
21ee503b6ca54311a2037517d7f40713	21
21f241f58aa44a709004d5d79d8584f0	15
21fd6c5fc5144e798de923070c49fcff	30
220f8e97428645349de42bdcf1ce9fcc	22
22211f35f74a4c108b3f4ad31862cc0c	24
222396e955b04f649bc69391c2901127	12
222df912c54747e7b1a9836a74253365	7
222fd67fa2a144cd9a87774e3b7ad243	17
225569590951492b958d94b82769265a	32
225928d758d94585aa30e38b9252f1d7	16
226599c4eede41e9b9b4cd852783f286	17
2268baf7a303479585dfea7f2933f9b6	9
227a36f009c84900bfcff32d4ae49908	18
2286b34b312d4cd2bde1ea017ed1e7e4	14
2294cbf4d0434e619e02ba8bf291ce10	21
229e8ce8f66449cb8de7c6940174719a	16
22a5bb8a226a464ebfebabffd460b4a6	15
22c34c03738e46f0b1dde5ec9d5c3d60	27
22f122e089c240658e4d8ff5fd5afec0	14
22f17233bb234ecbbe8e99e45a2eacc1	23
22f910d93c6d4da0bcb185a39dbe8c40	19
230a20f101ff4a538673188df49506da	17
23195cfc336a4247b9538ce09beb71fe	18
2319d2f055ce4415aff7ac290c3ee80a	20
231f597cdf39493ab0792ffa7e4eff3c	17
23213357fcb34c58802c7424500fcfc0	36
232cbd4ec5f2430f9cab4195adbc1b43	25
232dc993e75e465aa071cb2328e0f173	10
2338cd38979244489aab3e19079636d2	13
23493244b6de45ed8b59a0e1030764fc	29
235dfebbf87b4f6db81668a0508dc7fd	18
2360dd98483e4d5abca55935057cadb0	17
236641e28f814554b61a23fa3b8fad9f	12
236ac5e7ae5b4581b7ba3ab88ec4b9c1	19
2374878e7e6a4b3ca2c0326de58a69ee	15
238063a872e24ef79978ec7ed1caeb6a	14
23895aff827047ea9b24e5ae6c4819a5	23
238f6a7b1da44d10a850ce9678c6ae7d	25
23a8722009fc467b9ae8aab551290ae7	12
23b2e2056a2a48009977eeabaf4d8348	24
23c4070c7dc64c1cbe72623f36f0c5df	12
23d2345b5ddf45adb0c5b04f96d14ffa	10
